,Mean Accuracy,Std of Accuracy,Parameters,Algorithm,NaNs Handled
19,0.6704346370447641,0.2264952468335747,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [100], 'Batch Size': [64], 'Learning Rate': [0.1], 'Momentum': [0.8]}",Small Descending MLP,Ignored
20,0.845060686369179,0.19099054946598976,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [100], 'Batch Size': [32], 'Learning Rate': [0.01], 'Momentum': [0.8]}",Small Descending MLP,Ignored
21,0.7987694975225019,0.21532702800423317,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [100], 'Batch Size': [64], 'Learning Rate': [0.01], 'Momentum': [0.8]}",Small Descending MLP,Ignored
22,0.8409902591681527,0.17876913050826973,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [100], 'Batch Size': [32], 'Learning Rate': [0.001], 'Momentum': [0.8]}",Small Descending MLP,Ignored
23,0.7525122112816031,0.2268524520604612,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [100], 'Batch Size': [64], 'Learning Rate': [0.001], 'Momentum': [0.8]}",Small Descending MLP,Ignored
24,0.5061728821443927,0.013182981423928023,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.1], 'Momentum': [0.99]}",Small Descending MLP,Ignored
25,0.5038006160265582,0.014144951635300804,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.1], 'Momentum': [0.99]}",Small Descending MLP,Ignored
26,0.5249970044475144,0.07251152055485763,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.01], 'Momentum': [0.99]}",Small Descending MLP,Ignored
27,0.7545582441128583,0.21883831035299647,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.01], 'Momentum': [0.99]}",Small Descending MLP,Ignored
28,0.8447387525814614,0.18702528778474628,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.001], 'Momentum': [0.99]}",Small Descending MLP,Ignored
29,0.927222699944318,0.01209296619848036,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.001], 'Momentum': [0.99]}",Small Descending MLP,Ignored
30,0.7047018896649915,0.22283177158347134,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.1], 'Momentum': [0.8]}",Small Descending MLP,Ignored
31,0.7620703496690796,0.220603169362251,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.1], 'Momentum': [0.8]}",Small Descending MLP,Ignored
32,0.8041377037856735,0.21222068121909882,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.01], 'Momentum': [0.8]}",Small Descending MLP,Ignored
33,0.8423642309888143,0.18422043690710332,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.01], 'Momentum': [0.8]}",Small Descending MLP,Ignored
34,0.8859506473917549,0.13670021136554622,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [32], 'Learning Rate': [0.001], 'Momentum': [0.8]}",Small Descending MLP,Ignored
35,0.8005251732134172,0.20970549840822827,"{'Neurons': [5, 10, 8, 6, 4, 2, 1], 'Epochs': [150], 'Batch Size': [64], 'Learning Rate': [0.001], 'Momentum': [0.8]}",Small Descending MLP,Ignored
